URL,Label,y_true,y_pred
https://giphy.com/A1eSports,0,0,1
https://goo.gl/3rng4,0,0,1
http://duckduckgo.com,0,0,1
http://googleusercontent.com/youtube_content/10,0,0,1
http://bizschool.naver.com/,0,0,1
https://research.easebar.com/htmls/f0pci3/paper.html,0,0,1
https://php.net/badmethodcallexception,0,0,1
https://giphy.com/anchorbayentertainment,0,0,1
https://www.google.fr/,0,0,1
https://0706cross.wixsite.com/chronoir,0,0,1
https://discord.com/arrowintl,0,0,1
https://www.blogger.com/,0,0,1
http://aws-br-pic.kwai.net/,0,0,1
https://goo.gl/6xtxLh,0,0,1
http://WWW.GOOGLE.COM,0,0,1
http://t-online.de,0,0,1
https://cdn-dimi.akamaized.net/ns.html,0,0,1
https://www.sharethrough.com/,0,0,1
https://support.admission-tests.wiley.com/s/contactsupport,0,0,1
https://lunch-ninja.googleplex.com/,0,0,1
https://api-docs.dnsmadeeasy.com/,0,0,1
https://pinterest.com/......,0,0,1
https://www.google.de/,0,0,1
https://zoom.us/fr,0,0,1
https://f5.com/as3docs,0,0,1
http://alibaba.com,0,0,1
https://dnserrorassist.att.net/,0,0,1
https://azure.com/AMMP,0,0,1
http://keezhcheryhomesite.7nvph5hpy5200.workers.dev,0,0,1
http://assets.rubiconproject.com/,0,0,1
https://about.instagram.com/de-de/safety/account-security,0,0,1
http://Www.google.co.uk,0,0,1
http://assets.sharethrough.com/,0,0,1
https://008makmalbahasapss.blogspot.com/,0,0,1
https://ajax.googleapis.com,0,0,1
http://stg-r11.i.lencr.org/,0,0,1
https://aaasseachange.force.com/s/,0,0,1
https://www.spotify.com/,0,0,1
https://vk.com/1uyangi,0,0,1
https://www.netangels.ru/domain/international/,0,0,1
https://blog.sharethrough.com/,0,0,1
https://www.tiktok.com/,0,0,1
https://debian.org/,0,0,1
https://buy.entrust.net/,0,0,1
http://vkontakte.ru/9teen,0,0,1
https://example.com/,0,0,1
https://github.com/0x5e,0,0,1
http://www.aliexpress.com/,0,0,1
https://dh2.netease.com/,0,0,1
https://blogs.windows.com/,0,0,1
https://launchpad.net/aptoncd,0,0,1
https://etsy.com/advocacy,0,0,1
https://twitch.tv/34wotb,0,0,1
https://tapestry.tapad.com/,0,0,1
https://www.sharethrough.com/blog,0,0,1
http://dnl-cn1.kaspersky-labs.com/updaters/,0,0,1
https://01250a-3.myshopify.com//robots.txt,0,0,1
http://webcam-marktplatz.iyxdveyshavdrmjx.myfritz.net/,0,0,1
https://upfile1.hicloud.com:443/,0,0,1
https://www.ampproject.org/who/,0,0,1
http://gamesventures.my.com/,0,0,1
https://0fajarpurnama0.wixsite.com/0fajarpurnama0,0,0,1
https://cf.meraki.com/,0,0,1
https://www.nature.com,0,0,1
http://aruba-vacations-674702.c.cdn77.org/,0,0,1
https://www.datadoghq.com/,0,0,1
https://www.google-analytics.com/analytics.js:27:585,0,0,1
https://www.dailymotion.com/,0,0,1
https://www.whatsapp.com/?%3E,0,0,1
http://scorecardresearch.com/privacy.aspx,0,0,1
https://www.nature.com/,0,0,1
https://www.deviantart.com/,0,0,1
https://cs411916.userapi.com/,0,0,1
https://www.t-online.de:443/,0,0,1
https://egwwritings-a.akamaihd.net/pdf/fr_SMGR(SCRC).pdf,0,0,1
http://flv.bn.netease.com/,0,0,1
https://akunprofilipina-org.azurefd.net/,0,0,1
https://www.walmart.com,0,0,1
http://tripadvisor.com,0,0,1
http://s22221.cdn.ngenix.net/,0,0,1
https://www.miit.gov.cn/,0,0,1
http://web-static.cdn-apple.com/,0,0,1
https://discord.gg/20xx,0,0,1
http://appliv-domestic.akamaized.net/,0,0,1
https://insertmedia.bing.office.net/,0,0,1
https://cisco.com,0,0,1
https://www.zendesk.com,0,0,1
https://bit.ly/-Fision,0,0,1
https://unsplash.com/@5tep5?ref=blog.workdojos.com,0,0,1
https://issuu.com/123bapptop,0,0,1
https://mikrotik.com/client/,0,0,1
https://www.sellercentral.amazon.dev/home,0,0,1
https://mikrotik.com/mfm/www.meconet.de,0,0,1
https://point-promo.wb.ru/,0,0,1
https://www.applovin.com/glossary/subscription/,0,0,1
https://static.flickr.com/,0,0,1
https://ok.ru/agatvm,0,0,1
https://www.bugsnag.com/,0,0,1
https://WWW.GOOGLE.COM,0,0,1
https://Google.com/,0,0,1
http://dnl-cn1.kaspersky-labs.com/new/,0,0,1
https://zhongbao-mobile-9109-80.apps-fp.danlu.netease.com/,0,0,1
https://careers.pubmatic.com/,0,0,1
http://nvidia.com/ai-platform,0,0,1
https://08alan.github.io/,0,0,1
https://www.unity3d.com/OTC,0,0,1
https://app.iotsec.goskope.com/login,0,0,1
https://www4.bing.com/,0,0,1
https://cachecheck.opendns.com,0,0,1
http://cbsnews.com,0,0,1
https://holdings.sciencedirect.com/ehr/manageProductReports.url,0,0,1
https://brave.com,0,0,1
http://gweb-cloudblog-author.googleplex.com/,0,0,1
https://zzblog-prod.ap-southeast-1.elasticbeanstalk.com/,0,0,1
https://www.icloud.com/FIND,0,0,1
https://portal.tds.net,0,0,1
https://www.salesforce.com/,0,0,1
https://aosc-repo.freetls.fastly.net/,0,0,1
https://aderantonline.force.com/community/login,0,0,1
http://xhamster.com/,0,0,1
http://mit.edu/SustainableDesignLab,0,0,1
https://www.deviantart.com/12th-law,0,0,1
https://pinterest.com,0,0,1
https://vk.com/1vanl,0,0,1
https://office.com/,0,0,1
https://tradingview.com/,0,0,1
https://mikrotik.com/privacy,0,0,1
https://Www.google.com,0,0,1
https://about.instagram.com/careers/3882440341990180,0,0,1
https://dashboard.eventbus.twitch.a2z.com:443/,0,0,1
https://www.verisign.com/ar/,0,0,1
http://dcehflenkjxvvxjc.myfritz.net:81/pellworm/,0,0,1
https://3x8.la1-c2-hn3.salesforceliveagent.com/content/,0,0,1
https://alibaba.com/,0,0,1
https://about.facebook.com/br/,0,0,1
https://www.rubiconproject.com/about,0,0,1
https://megangrant.adoxyz.workers.dev/blog/page/10/,0,0,1
https://autodesk.com,0,0,1
https://zoom.us/fr-fr,0,0,1
http://www.playstation.com/,0,0,1
https://01088896400onaks.blogspot.com/,0,0,1
https://ok.ru/a66ru,0,0,1
https://publishers.yieldmo.com:443/,0,0,1
https://mit.edu/rprinn/,0,0,1
https://connect.facebook.net/,0,0,1
https://www.steampowered.com/stats/csmarket/algorithm.html,0,0,1
https://launchdarkly.com/abm/jpmc/,0,0,1
http://QuickConnect.to/gewio,0,0,1
https://mediatek.com/,0,0,1
https://akun-wso-slot.azurefd.net/,0,0,1
https://www.nintendo.com/amiibo/detail/detective-pikachu-amiibo,0,0,1
https://youtube.com/,0,0,1
https://www.twitch.tv,0,0,1
https://africa.espn.com/,0,0,1
https://discord.gg/1strm,0,0,1
https://www.snapchat.com/add/ADCFAM,0,0,1
https://codeproject.freetls.fastly.net/AI,0,0,1
https://www.docker.com,0,0,1
http://marriott.com/abefo,0,0,1
https://www.life360.com/,0,0,1
http://cloud-dot-devsite.googleplex.com/,0,0,1
http://rdklicensemanifest.stb.r53.xcal.tv/,0,0,1
https://0-fog.github.io/eclub/,0,0,1
http://Booking.com,0,0,1
http://Walmart.com,0,0,1
http://shopify.com,0,0,1
http://gallery.googleplex.com/,0,0,1
https://01021142116euycbvkjznwj.blogspot.com/,0,0,1
https://06668706p.wixsite.com:443/slovenija,0,0,1
http://8zlcu8axx9qzhzwe.myfritz.net:57963/archiv1_5.php?1283663215,0,0,1
https://01-radio.blogspot.com/,0,0,1
https://amplitude.com,0,0,1
https://zoom.us/join/,0,0,1
https://tinyurl.com/16dhrqgh,0,0,1
https://cdn.jsdelivr.net/gh/monlor/mbfiles/update.sh,0,0,1
https://www.digicert.com/cn/tls-ssl/secure-site-pro-ssl,0,0,1
http://bricks.cdn-apple.com/,0,0,1
http://Www.Google.de,0,0,1
https://www.huawei.com/,0,0,1
https://giphy.com/AlexandraFive,0,0,1
https://hp.com/amd,0,0,1
http://p2-kimg.kwai.net/,0,0,1
https://cs11297.userapi.com/,0,0,1
https://godaddy.com/,0,0,1
https://tinyurl.com/2014-AF,0,0,1
https://taboola.com,0,0,1
https://asomasow.azurefd.net/,0,0,1
https://youtube-nocookie.com/7aGfmUQKHJ8&autoplay=1&rel=0&controls=1&showinfo=0,0,0,1
https://support.forter.com/,0,0,1
https://www.qualtrics.com/,0,0,1
https://rdklicensemanifest.stb.r53.xcal.tv/es1/,0,0,1
https://www.webex.com/,0,0,1
https://giphy.com/adamfocht,0,0,1
https://007pecadosgays.blogspot.com/,0,0,1
https://tinyurl.com/1v5bzr8m,0,0,1
https://tinyurl.com/17tjfr8c,0,0,1
https://gweb-twg-author-prod.googleplex.com/,0,0,1
https://twitch.tv/1aujla,0,0,1
https://upload.xboxlive.com/,0,0,1
https://stackoverflow.com/?products/,0,0,1
https://www.skype.com/,0,0,1
http://ocsp.sca2a.amazontrust.com/,0,0,1
https://marriott.com/abqsi,0,0,1
https://unsplash.com,0,0,1
https://ad.bilibili.com/,0,0,1
https://www.paypal.com/about,0,0,1
http://stanford.edu/,0,0,1
https://www.google.co.jp/,0,0,1
https://www.cbsnews.com,0,0,1
https://office.com/getkey,0,0,1
http://spot.shalltry.com/,0,0,1
http://www.klaviyo.com/,0,0,1
https://icloud.com/,0,0,1
https://marketing.googleplex.com/,0,0,1
http://www.netangels.ru,0,0,1
https://cs407529.userapi.com/,0,0,1
https://wikipedia.org/KPK,0,0,1
https://slack.com/about/,0,0,1
https://www.ebay.com/,0,0,1
https://wordpress.org/about/privacy/cookies/?gclid=EAIaIQobChMI8Oz21c3OhwMVx5doCR2fRgrCEAAYASAAEgKUGvD_BwE,0,0,1
http://ajax.googleapis.com/,0,0,1
https://d49c7e64.8fbef19272aed9bf5bb055a5.workers.dev/,0,0,1
https://duckduckgo.com/),0,0,1
https://giphy.com/aigabaltimore,0,0,1
https://www.addtoany.com/,0,0,1
https://tor.cloudflare-dns.com/,0,0,1
https://dzen.ru/14kanal,0,0,1
http://xhamster.com,0,0,1
https://bizschool.naver.com/,0,0,1
http://00002.azurewebsites.net/Login/ForgotPassword,0,0,1
https://github.com/00f2ff,0,0,1
https://cdn.jsdelivr.net/,0,0,1
https://roblox.com,0,0,1
http://test-1304086132.cos.ap-beijing.myqcloud.com/down_sh_jnxfsh.html?pkgId=350&userId=290709830&env=production&os=android,0,0,1
https://www.speedtest.net/?test-4,0,0,1
https://mozilla.org/,0,0,1
http://olcentgbl.trafficmanager.net/openlogic/7/,0,0,1
https://sentry.io/,0,0,1
https://mikrotik.com/support,0,0,1
https://www.apple.com,0,0,1
https://discord.com/afivan,0,0,1
https://g.co/artgames,0,0,1
https://www2.shutterstock.com/,0,0,1
http://QuickConnect.to/mogcom/mogcom.com/index.htm,0,0,1
https://www.yahoo.co.jp:443/,0,0,1
https://www.office.com/apps,0,0,1
https://www.quora.com/,0,0,1
https://host66.registrar-servers.com:2096/,0,0,1
https://ok.ru/afishka31,0,0,1
https://download-paranja.yandex.net/,0,0,1
https://www.digicert.com/campaigns/secure-software-trial,0,0,1
https://indeed.com/AUTUMN,0,0,1
http://marriott.com,0,0,1
https://dzen.ru/1obrtv,0,0,1
https://about.facebook.com/,0,0,1
https://tinyurl.com/1uu6defq,0,0,1
https://calm-shadow-f1b9.626266613.workers.dev/japan-visit-visa-apply-11-28,0,0,1
http://gosuslugi.ru,0,0,1
https://vk.com/1caas,0,0,1
https://www.datadoghq.com/)/,0,0,1
https://www.criteo.com,0,0,1
https://www.livejournal.com/,0,0,1
https://chaos1wp.australiacentral.cloudapp.azure.com/,0,0,1
http://about.google.com/,0,0,1
https://snapchat.com:443/,0,0,1
https://login.tds.net/,0,0,1
http://tiktok.com,0,0,1
http://azino-777.azurefd.net/,0,0,1
https://beta.eu.did.msidentity.com:443/,0,0,1
https://www.webex.com,0,0,1
http://mailchimp.com/,0,0,1
https://www.deviantart.com/0bo,0,0,1
https://giphy.com/allroundchampiontv,0,0,1
https://netangels.ru,0,0,1
http://GODADDY.COM,0,0,1
https://folio.googleplex.com/,0,0,1
https://discord.com/application-directory,0,0,1
https://agenslot88.azurefd.net/,0,0,1
http://backlothelp.netflix.com/,0,0,1
http://QuickConnect.to/bsotr,0,0,1
https://ubuntu.com,0,0,1
https://calm-shadow-f1b9.626266613.workers.dev/egypt-e-visa-fee-11-13,0,0,1
https://0214markus.wixsite.com/thaalord/abl,0,0,1
https://fastly.net/,0,0,1
https://cdn-englishdom.gcdn.co/ua/school/,0,0,1
http://3lift.com/,0,0,1
http://berkeley.edu/,0,0,1
https://www.office.com,0,0,1
https://www.digicert.com/blog/category/pki,0,0,1
https://www.snapchat.com/add/adesposorio6,0,0,1
https://codeproject.freetls.fastly.net/AI/docs/,0,0,1
https://ubuntu.com/appliance,0,0,1
https://amzn.to/13YaWQ9,0,0,1
https://launchdarkly.com/about-us/,0,0,1
http://www.godaddy.com,0,0,1
https://www.forter.com/,0,0,1
https://www.cookielaw.org/,0,0,1
http://goldsgym.ap-northeast-1.elasticbeanstalk.com/school,0,0,1
https://01crawlspacefilm.wixsite.com/crawlspace,0,0,1
https://www.nike.com/,0,0,1
https://holdings.sciencedirect.com/,0,0,1
https://www.epicgames.com/account:worldwidesciencestories,0,0,1
https://cdn-englishdom.gcdn.co/ua/prices/,0,0,1
https://g.co/2step,0,0,1
http://walmart.com,0,0,1
https://g.co/AndroidTV,0,0,1
http://www.smartadserver.com/93916/go1.asp?93916;3223;8867356385661275448;646135153;S;896879,0,0,1
https://095269.wixsite.com:443/cods,0,0,1
http://static.yximgs.com/,0,0,1
https://1927-the-diary-of-myles-thomas.espn.com/,0,0,1
https://advertising.amazon.co.uk/help/GYQQRVE8WMVSFZLP,0,0,1
http://b8ff0aec03d2.sn.mynetname.net/grades/,0,0,1
https://slack.com,0,0,1
https://publishers.yieldmo.com:443/app/,0,0,1
http://www.hostgator.com/,0,0,1
https://brave.com/,0,0,1
https://www.stripe.com,0,0,1
https://www.uber.com/,0,0,1
https://animall-prod-coolpool-env.eba-rk9ksxqw.ap-south-1.elasticbeanstalk.com/404,0,0,1
https://academy.europa.eu/,0,0,1
https://accounts.accesscontrol.windows.net/%7BTenantId%7D/tokens/OAu,0,0,1
https://doubleverify.com/deib/,0,0,1
https://m.kwai-pro.com/404,0,0,1
https://springer.com/13,0,0,1
https://www.duckduckgo.com/,0,0,1
https://unsplash.com/,0,0,1
https://giphy.com/amas,0,0,1
https://issuu.com/33wincab,0,0,1
https://agony-meter.checkpoint.com/,0,0,1
http://www.t-online.de,0,0,1
https://optout.aboutads.info/&sa=D&source=editors&ust=1699828269818338&usg=AOvVaw3Nof4ChQC3iJLAnHJKh8-Q,0,0,1
https://dzen.ru/3dmag,0,0,1
https://0fajarpurnama0.github.io/matakuliah/,0,0,1
https://launchdarkly.com/abm/etrade/,0,0,1
https://ispspeedindex.netflix.net/about/it/,0,0,1
https://vk.com/1winn,0,0,1
https://g.co/ampdemo,0,0,1
